reporterCd,reporterLabel,partnerCd,partnerLabel,productCd,productLabel,200201 (USD Thousand),200202 (USD Thousand),200203 (USD Thousand),200204 (USD Thousand),200301 (USD Thousand),200302 (USD Thousand),200303 (USD Thousand),200304 (USD Thousand),200401 (USD Thousand),200402 (USD Thousand),200403 (USD Thousand),200404 (USD Thousand),200501 (USD Thousand),200502 (USD Thousand),200503 (USD Thousand),200504 (USD Thousand),200601 (USD Thousand),200602 (USD Thousand),200603 (USD Thousand),200604 (USD Thousand),200701 (USD Thousand),200702 (USD Thousand),200703 (USD Thousand),200704 (USD Thousand),200801 (USD Thousand),200802 (USD Thousand),200803 (USD Thousand),200804 (USD Thousand),200901 (USD Thousand),200902 (USD Thousand),200903 (USD Thousand),200904 (USD Thousand),201001 (USD Thousand),201002 (USD Thousand),201003 (USD Thousand),201004 (USD Thousand),201101 (USD Thousand),201102 (USD Thousand),201103 (USD Thousand),201104 (USD Thousand),201201 (USD Thousand),201202 (USD Thousand),201203 (USD Thousand),201204 (USD Thousand),201301 (USD Thousand),201302 (USD Thousand),201303 (USD Thousand),201304 (USD Thousand),201401 (USD Thousand),201402 (USD Thousand),201403 (USD Thousand),201404 (USD Thousand),201501 (USD Thousand),201502 (USD Thousand),201503 (USD Thousand),201504 (USD Thousand),201601 (USD Thousand),201602 (USD Thousand),201603 (USD Thousand),201604 (USD Thousand),201701 (USD Thousand),201702 (USD Thousand),201703 (USD Thousand),201704 (USD Thousand),201801 (USD Thousand),201802 (USD Thousand),201803 (USD Thousand),201804 (USD Thousand),201901 (USD Thousand),201902 (USD Thousand),201903 (USD Thousand),201904 (USD Thousand),202001 (USD Thousand),202002 (USD Thousand),202003 (USD Thousand),202004 (USD Thousand),202101 (USD Thousand),202102 (USD Thousand),202103 (USD Thousand),202104 (USD Thousand),202201 (USD Thousand),202202 (USD Thousand),202203 (USD Thousand),202204 (USD Thousand),202301 (USD Thousand),202302 (USD Thousand),202303 (USD Thousand),202304 (USD Thousand),202401 (USD Thousand),202402 (USD Thousand),202403 (USD Thousand),202404 (USD Thousand),202501 (USD Thousand),202502 (USD Thousand),202503 (USD Thousand),202504 (USD Thousand),202601 (USD Thousand),202602 (USD Thousand)
439956,timor leste import,626,Timor-Leste,1302,"Jugos y extractos vegetales, materias pécticas, pectinatos y pectatos, agar-agar y demás mucílagos y espesativos derivados de los vegetales, incl. modificados",,,,,,,,,,,,,,,,,,,,4,,,,,1,,,,,1,1,0,,4,3,19,9,6,22,13,31,41,5,13,0,0,2,2,2,19,29,6,7,10,12,23,53,62,57,84,183,93,183,103,68,55,61,49,95,64,32,57,42,6,69,67,20,31,22,45,24,9,20,14,1,9,15,25,7,8,17,5,21,21,45,36,5,20
439956,timor leste import,626,Timor-Leste,6117,"Complementos ""accesorios"" de vestir confeccionados, de punto; partes de prendas o de complementos ""accesorios"" de vestir, de punto, n.c.o.p.",,,,,,,,,,,,,1,,,,,3,,1,,,,,,,,16,6,30,95,64,50,34,51,114,44,55,28,73,29,282,200,283,327,244,284,251,271,167,308,357,187,161,290,364,130,37,41,48,73,37,51,224,350,140,7,3,27,12,9,16,12,20,112,58,16,6,29,36,17,33,40,22,39,74,53,25,34,25,77,85,44,41,44,70,46,34
439956,timor leste import,626,Timor-Leste,6913,"Estatuillas y demás artículos para adorno, de cerámica, n.c.o.p.",,,,,,,,,,,,,1,,,,,,,,3,,,,2,,5,1,8,11,5,12,13,11,40,9,4,,1,,,21,315,261,18,76,57,7,9,16,48,34,30,42,53,23,22,15,119,71,22,4,28,12,3,77,8,3,13,1,79,127,4,6,41,25,58,18,20,66,1,24,375,2,4,18,19,25,18,30,12,18,6,41,34,28,9,6
439956,timor leste import,626,Timor-Leste,9102,"Relojes de pulsera, bolsillo y simil., incl. los contadores de tiempo de los mismos tipos (exc. con caja de metal precioso o chapado de metal precioso ""plaqué"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,,,,,8,7,5,,3,,11,,4,5,13,1,1,10,26,34,35,48,38,100,23,26,45,13,38,9,9,22,42,21,55,18,32,46,50,37,1,74,12,15,17,33,7,10,21,12,25,8,51,42,35,39,57,67,35,38,39
439956,timor leste import,626,Timor-Leste,3006,Preparaciones y productos farmacéuticos de las subpartidas 3006.10.10 a 3006.93.00,,,,,,,,,40,46,30,30,41,9,,10,9,31,48,2,33,,13,12,109,104,148,58,47,118,43,36,1,113,125,9,21,0,17,121,16,3,0,0,28,9,601,,16,,2,,6,3,3,6,1,10,270,,4,6,37,22,,3,8,32,127,108,144,32,149,207,7,45,7,7,144,65,,15,95,25,49,45,17,24,56,24,122,95,51,9,38,81,34,100
439956,timor leste import,626,Timor-Leste,4817,"Sobres, sobres carta, tarjetas postales sin ilustrar y tarjetas para correspondencia, de papel o cartón, así como cajas, sobres y presentaciones simil., de papel o cartón, con un surtido de artículos de correspondencia (exc. tarjetas postales, sobres carta y sobres franqueados con el valor postal impreso)",,,,,,,,,,8,4,,,,,,,,,,,,,,,,1,1,6,4,14,3,6,3,2,2,22,2,6,6,4,10,4,2,4,2,,,11,43,1,1,2,2,3,1,6,1,1,2,9,2,,1,2,,,,,19,4,,,,,,10,,4,12,,22,1,,,5,1,24,,,10,2,1,1,,,,
439956,timor leste import,626,Timor-Leste,6106,"Camisas, blusas y blusas camiseras, de punto, para mujeres o niñas (exc. ""T-shirts"" y camisetas)",,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,1,1,,,,,3,3,3,,0,1,1,3,42,1,1,3,5,4,5,6,2,6,4,5,2,1,,,39,20,,,,,,,1,,1,,,,1,2,,,1,100,9,6,15,31,24,11,13,24,12,14,27,46,17,23,34,44,20,25
439956,timor leste import,626,Timor-Leste,7310,"Depósitos, barriles, tambores, bidones, latas o botes, cajas y recipientes simil., de fundición, hierro o acero, para cualquier materia, de capacidad <= 300 l, sin dispositivos mecánicos ni térmicos, incl. con revestimiento interior o calorífugo, n.c.o.p. (exc. recipientes para gas comprimido o licuado)",,,,,,,,,,11,,1,,,,18,27,9,,,2,1,,,62,,,,19,,2,58,25,73,38,74,11,134,21,26,17,7,59,34,11,179,57,150,195,395,225,38,32,83,10,6,32,22,24,21,36,62,17,15,3,6,13,7,4,15,38,8,14,5,31,8,13,37,15,72,62,24,57,19,114,26,157,24,28,20,38,110,19,38,27,33,59,52
439956,timor leste import,626,Timor-Leste,0405,"Mantequilla ""manteca"", incl. mantequilla deshidratada y ""ghee"", y demás materias grasas de la leche, así como pastas lácteas para untar",,,,,,,,,4,10,3,5,4,6,2,1,1,8,3,1,1,1,1,1,1,1,1,26,1,1,4,30,30,63,78,156,52,82,61,48,23,113,39,10,11,13,11,24,20,5,36,10,2,4,27,19,16,11,48,35,2,26,26,22,12,4,1,8,2,3,30,5,1,4,9,13,14,6,19,45,29,10,64,21,16,1,29,23,3,61,10,29,24,2,81,243,80,
439956,timor leste import,626,Timor-Leste,0809,"Albaricoques ""damascos, chabacanos"", cerezas, melocotones ""duraznos"", incl. los griñones y nectarinas, ciruelas y endrinas, frescos",,,,,,,,,1,,,1,1,,5,,,,,6,2,58,,2,,,,,,,,,,,,1,1,1,4,1,1,1,5,5,,,,,1,,1,,1,2,1,1,,,1,1,,1,3,2,,,,,,,,,,,136,2,2,6,17,3,13,7,6,5,16,15,13,23,12,21,11,14,13,12,21,13,14,4
439956,timor leste import,626,Timor-Leste,4409,"Madera, incl. las tablillas y frisos para parqués sin ensamblar, perfilada longitudinalmente con lengüetas, ranuras, rebajes, acanalados, biselados, con juntas en V, moldurados, redondeados o similares, en una o varias caras, cantos o extremos, incl. cepillada, lijada o unida por los extremos",,,,,,,,,,,,,,,,,,,,,,,,,16,17,,,1,,38,,,,50,11,30,14,82,8,45,263,14,,,,5,,,,,3,2,,,,,6,2,,,,1,,,,,,1,,,,,10,,,,1,,,,,1,,,17,,23,6,6,,27,,,6,14,,2
439956,timor leste import,626,Timor-Leste,8452,"Máquinas de coser (distintas de las de coser pliegos de la partida 8440); muebles, basamentos y tapas o cubiertas especialmente concebidos para máquinas de coser; agujas para máquinas de coser; sus partes",,,,,,,,,,,,,,,,,,,,,,,,,,6,26,23,47,3,3,15,11,14,10,15,18,29,8,19,18,12,42,14,25,29,6,9,11,9,14,8,20,4,36,12,12,6,6,4,24,11,13,11,8,11,5,12,6,3,10,13,14,42,28,3,21,16,3,2,24,17,48,15,208,24,12,23,18,45,17,2,15,41,24,9,6,12
439956,timor leste import,626,Timor-Leste,0807,"Melones, sandías y papayas, frescos",,,,,,,,,10,6,2,4,4,1,,,,1,11,9,8,10,13,12,15,17,15,10,11,12,19,22,16,17,13,24,15,22,28,21,16,24,22,14,2,2,2,1,1,2,2,1,3,1,4,4,4,2,3,3,2,9,7,6,1,4,4,4,1,2,4,3,1,,3,6,6,4,13,2,3,6,5,14,9,22,19,22,9,16,44,34,27,29,46,36,21,44
439956,timor leste import,626,Timor-Leste,5705,"Alfombras y demás revestimientos para el suelo, de materia textil, aunque estén confeccionados (exc. tejidos o con pelo insertado)",,,,,,,,,,,,,,,,,,,,0,0,0,,,2,3,2,24,,4,4,12,15,35,37,88,16,35,25,10,8,22,52,47,10,15,14,9,15,7,50,22,11,16,20,10,11,27,77,59,42,36,32,48,17,39,27,15,17,26,16,37,10,11,25,21,17,13,34,24,11,30,45,36,20,29,17,22,76,113,42,57,61,75,87,93,51,34
439956,timor leste import,626,Timor-Leste,3823,Ácidos grasos monocarboxílicos industriales; aceites ácidos del refinado; alcoholes grasos industriales,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,4,5,,,,,,,,,,17,,16,14,38,,16,16,16,16,31,15,89,94,,15,18,,26,,29,,42,,21,,21,,21,,27,23,,,23,,26,,29
439956,timor leste import,626,Timor-Leste,8417,"Hornos industriales o de laboratorio, incl. los incineradores, que no sean eléctricos, incl. los incineradores; sus partes (exc. hornos de secado y hornos de craqueo)",,,,,,,,,,102,,,78,78,,,,,,,,,,29,,44,,,52,,6,2,2,1,14,3,1,32,1,7,11,2,38,17,3,9,10,5,5,2,5,13,9,23,20,106,21,15,96,19,23,9,14,28,28,10,13,19,15,13,13,8,12,11,7,5,9,8,6,8,11,4,95,3,7,2,1,21,,9,4,18,1,134,13,11,2,2
439956,timor leste import,626,Timor-Leste,8480,"Cajas de fundición; placas de fondo para moldes; modelos para moldes; moldes, distintos de las lingoteras, para metal, carburos metálicos, vidrio, materia mineral, caucho o plástico (exc. moldes de grafito u otros carbonos, de materia cerámica o de vidrio, así como cartones de estereotipia, matrices o moldes para linotipias de la partida 8442)",,,,,,,,,,,,,,,,,,,,,,,67,,,,13,,,15,13,6,5,6,,,,9,,4,7,10,8,19,2,5,1,43,113,86,17,29,27,107,63,36,43,18,30,13,51,52,93,18,7,5,8,49,14,39,16,23,9,30,31,126,26,13,9,38,51,6,45,28,22,74,33,21,7,211,89,229,113,487,33,149,169,86
439956,timor leste import,626,Timor-Leste,9618,"Maniquíes y artículos simil., autómatas y escenas animadas para escaparates (exc. modelos para demostraciones, muñecas de juguete y los propios artículos expuestos)",,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,6,11,,,,,,1,0,0,,,,3,,,1,,2,2,2,,1,9,,,2,,1,3,1,,8,4,2,6,8,6,66,3,8,5,1,252,17,1,69,33,22,9,14,63,21,16,21,103,38,21,36,23,16,3,4
439956,timor leste import,626,Timor-Leste,6209,"Prendas y complementos ""accesorios"", de vestir, de todo tipo de materia textil, para bebés (exc. de punto, así como las gorras)",,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,1,,,1,1,,5,0,0,0,0,2,1,4,5,,2,,10,3,25,16,21,47,5,10,6,4,5,7,10,5,6,7,9,11,5,11,13,7,4,13,7,5,9,72,14,12,10,8,17,16,24,37,20,10,13,15,18,23,24,27,25,13,14
439956,timor leste import,626,Timor-Leste,8412,"Motores y máquinas motrices; sus partes (exc. turbinas de vapor, motores de émbolo ""pistón"", turbinas hidráulicas, ruedas hidráulicas, turbinas de gas y motores eléctricos)",,,,,,,,,,8,,,13,,,,,,,4,,,,,2,,0,4,,9,,,,1,5,1,,,6,72,502,6,11,4,18,29,5,8,126,3,179,140,108,4,50,4,,121,2,11,105,3,13,3,1,16,92,13,18,1,12,27,52,24,64,13,31,26,5,215,35,4,13,12,38,3,134,20,74,1286,271,37,66,23,21,27,82,77
439956,timor leste import,626,Timor-Leste,8461,"Máquinas de cepillar, limar, mortajar, brochar, tallar o acabar engranajes, aserrar, trocear y demás máquinas herramienta que operen por arranque de metal, carburos metálicos sinterizados o cermet, n.c.o.p.",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,7,34,33,1,2,6,17,9,10,2,12,1,0,5,0,1,2,1,30,2,6,7,1,7,11,9,3,7,23,10,6,12,11,6,1,5,4,3,2,,1,25,2,11,7,2,4,6,6,21,6,8,5,9,8,3,6,20,23,6,10,13,7,8,27,31,37,4
439956,timor leste import,626,Timor-Leste,8535,"Interruptores, conmutadores, cortacircuitos, pararrayos, limitadores de tensión, supresores de sobretensión transitoria, tomas de corriente, cajas de empalme y demás aparatos para corte, seccionamiento, protección, derivación, empalme o conexión de circuitos eléctricos, para una tensión > 1.000 V (exc. armarios y pupitres de interruptores, controles, etc. de la partida 8537)",,,,,,,,,,,,56,,,,,,,,,,6,,,3,40,39,16,10,18,15,129,37,18,23,329,500,1044,1612,2915,951,212,37,242,318,544,278,539,360,196,202,161,103,98,580,155,130,195,149,189,314,81,74,112,41,27,78,43,32,55,94,34,24,22,71,25,,5,15,1,131,36,33,43,198,315,66,20,168,15,35,98,182,114,383,67,3401,76
439956,timor leste import,626,Timor-Leste,0904,"Pimienta del género ""Piper""; frutos de los géneros ""Capsicum"" o ""Pimenta"", secos, triturados o pulverizados",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,,3,4,9,4,13,8,70,31,37,74,19,3,28,10,7,5,45,6,2,15,32,37,20,19,18,17,9,17,20,17,7,16,16,16,11,8,12,10,14,9,16,18,19,14,11,19,20,15,26,30,17,19,19,19,13,8,12,19,14,8,19,25,10,8
439956,timor leste import,626,Timor-Leste,1214,"Nabos forrajeros, remolachas forrajeras, raíces forrajeras, heno, alfalfa, trébol, esparceta, coles forrajeras, altramuces, vezas y productos forrajeros simil., incl. en ""pellets""",,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,48,86,60,46,78,81,85,90,60,85,121,15,,,1,,1,,,,,,,,,1,5,4,3,1,2,6,8,4,2,3,2,2,4,2,6,2,4,12,20,10,13,19,24,33,15,25,14,10,,,,
439956,timor leste import,626,Timor-Leste,3904,"Polímeros de cloruro de vinilo o de otras olefinas halogenadas, en formas primarias",,,,,,,,,,,,,,13,,,27,70,,,,,,,,,,,,,,,,41,,,,,,,1,,,,,,,,,21,,,,,,,,21,,,,,,23,,14,,,,,,17,,,,,18,1,23,3,13,,,151,,,110,19,,10,1,13,12,,100,14,,2
439956,timor leste import,626,Timor-Leste,4911,"Impresos, incl. las estampas, grabados y fotografías, n.c.o.p.",,,,,,,,,12,140,77,21,2,50,,5,14,,,39,8,,,33,4,10,,3,13,1,2,,,32,70,59,92,28,56,38,179,182,125,220,456,53,85,54,55,102,72,72,56,33,97,82,34,11,130,33,8,139,46,25,80,60,50,68,20,46,102,24,17,26,127,100,17,35,129,51,39,10,6,22,22,4,6,19,25,28,6,260,240,23,23,135,167,4
439956,timor leste import,626,Timor-Leste,6116,"Guantes, mitones y manoplas, de punto (exc. para bebés)",,,,,,,,,,,,,,,,3,,,2,,,,,,3,,1,12,11,,5,19,11,9,14,34,9,9,,,1,22,32,21,4,5,13,6,4,99,35,6,7,2,8,25,5,16,42,59,38,25,5,6,22,14,15,11,37,40,26,60,17,8,14,23,56,11,29,20,70,13,35,44,13,36,23,19,25,73,43,67,35,62,30,47,69,42
439956,timor leste import,626,Timor-Leste,8210,"Aparatos mecánicos accionados a mano, de metal común, con un peso <= 10 kg, utilizados para preparar, acondicionar o servir alimentos o bebidas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,5,,,,,,0,0,1,2,0,0,,1,,6,,7,4,12,2,1,9,,,4,3,1,1,22,1,,,1,3,3,6,3,3,4,11,5,2,2,13,14,15,9,6,8,3,15,7,19,6,15,1,9,,35,2,21,21,5
439956,timor leste import,626,Timor-Leste,0713,"Hortalizas de vaina secas desvainadas, incl. ""silvestres"", aunque estén mondadas o partidas",,,,,,,,,,,,,,,41,,,,531,,2,237,162,,,,,,,,,4,,,,151,3,230,235,3,0,14,1,1,2,3,3,35,,1,78,2,1,,38,6,3,5,1,7,,5,7,5,1,4,2,2,1,1,183,,10,2,551,23,164,20,161,234,8,69,59,17,44,24,323,18,54,19,221,4,1,190,8,16,10,45
439956,timor leste import,626,Timor-Leste,6206,"Camisas, blusas y blusas camiseras, para mujeres o niñas (exc. de punto y camisetas)",,,,,,,,,,,,,,,,,,,,,,,,,2,,2,1,,1,3,4,1,1,,,,,1,5,84,4,4,2,6,3,4,24,50,56,71,101,119,74,96,151,40,19,13,28,10,12,13,7,7,7,2,,9,8,15,22,11,5,17,5,8,3,7,46,59,28,6,21,7,59,10,18,20,8,4,3,11,20,20,18,26,17
439956,timor leste import,626,Timor-Leste,7227,"Alambrón de aceros aleados, distinto del acero inoxidable, enrollado en espiras irregulares ""coronas""",,,,,,,,,,,,,,,,,,,,,,,,169,,,,11,,,,,,,,531,,,,,65,,,,,232,,229,,201,188,,214,244,,74,,,72,,,101,99,,113,,125,,,112,58,231,175,30,440,265,101,,7,62,54,,,5,220,,23,18,16,,14,20,7,7,7,13,,48
439956,timor leste import,626,Timor-Leste,8206,"Herramientas de dos o más de las partidas 8202 a 8205, acondicionadas en juegos para la venta al por menor",,,,,,,,,,,19,,4,4,,,,,5,70,32,150,490,154,39,5,,8,14,32,83,8,15,10,72,28,54,44,20,4,26,12,24,50,54,2,1,15,9,,4,2,5,10,48,37,41,4,39,26,6,13,33,5,8,2,5,15,4,2,32,51,14,30,23,8,23,2,39,17,32,17,41,25,14,25,12,18,28,17,6,26,18,31,18,48,27,18
439956,timor leste import,626,Timor-Leste,8304,"Clasificadores, ficheros, cajas de clasificación, bandejas de correspondencia, plumeros ""vasos o cajas para plumas de escribir"", portasellos y material similar para oficina, de metal común (exc. muebles para oficina de la partida 9403 y papeleras)",,,,,,,,,2,,3,11,5,1,,2,1,113,4,,4,,,4,7,11,31,115,8,7,28,22,14,55,29,55,26,28,46,38,20,27,24,37,24,5,10,22,260,25,47,37,120,20,45,23,17,8,44,25,20,8,12,11,12,33,28,30,16,27,30,44,14,34,16,16,39,18,41,27,49,15,80,36,45,33,14,18,33,40,26,51,45,23,20,22,8,7
439956,timor leste import,626,Timor-Leste,8407,"Motores de émbolo ""pistón"" alternativo de encendido por chispa y motores rotativos, de encendido por chispa ""motores de explosión""",,,,,,,,,,7,,,,,8,,,,,14,,3,127,,2,2,,35,12,1,6,9,,,20,5,2,33,1,1,11,0,7,5,4,17,12,6,4,6,4,11,15,3,2,46,18,25,1,44,2,6,2,32,2,,,,,42,57,49,1,28,,48,4,1,5,76,1,47,108,46,16,64,3,18,214,27,81,7,40,277,84,53,15,57
439956,timor leste import,626,Timor-Leste,0712,"Hortalizas, incl. ""silvestres"", secas, incl. las cortadas en trozos o en rodajas o las trituradas o pulverizadas, pero sin otra preparación",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,42,2,5,8,2,3,10,1,2,,8,2,2,3,17,5,5,,2,10,3,3,5,8,23,,1,1,29,,1,2,4,,3,,1,2,1,1,1,,,6,4,,4,6,1,3,8,17,1,,2,3,4,,22,7,9,
439956,timor leste import,626,Timor-Leste,6208,"Camisetas interiores, combinaciones, enaguas, bragas ""bombachas, calzones"", incl. las que no llegan hasta la cintura, camisones, pijamas, saltos de cama, albornoces de baño, batas de casa y artículos simil., para mujeres o niñas (exc. de punto, así como sostenes, fajas, corsés y artículos simil.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,5,5,,,1,2,1,2,,,0,0,3,0,,,,,,,,,,1,,,,,,3,,,1,,,,1,,,,,,1,7,4,2,2,2,3,11,11,19,15,17,17,15,17,12,12,11,13,19,18,8,13,3,4
439956,timor leste import,626,Timor-Leste,7305,"Tubos de sección circular, de diámetro exterior > 406,4 mm, fabricados a partir de productos laminados planos, de fundición, hierro o acero, p.ej. soldados o remachados",,,,,,,,,,,,,,,,,,,,16,,,,4,77,38,39,16,78,87,58,48,2,6,6,334,220,92,5,3,20,3,32,11,121,4,11,13,347,391,16,10,20,13,11,11,887,2,10,3,19,1,1,3,37,1,157,,471,,359,1,47,,,,,,2,,7,1,77,36,1098,22,92,17,59,3,1,,156,,,13,26,127
439956,timor leste import,626,Timor-Leste,3102,Abonos minerales o químicos nitrogenados (exc. en tabletas o formas simil. o en envases de un peso bruto <= 10 kg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,1,,,3,1,,,14,,,,3,,1,,97,25,,26,,15,30,,25,22,,17,29,,,113,19,,,17,14,22,3,38,46,25,38,61,,42,16,17,16,26,16,21,4,18,18,,34,,73
439956,timor leste import,626,Timor-Leste,4007,"Hilos y cuerdas, de caucho vulcanizado (exc. hilos desnudos sencillos cuya mayor dimensión del corte transversal sea > 5 mm, así como los hilos y cuerdas de caucho recubiertos de textiles y las demás materias textiles combinadas con hilos de caucho)",,,,,,,,,,,,,,,,,,,1,1,,2,3,,,1,,2,,,2,2,1,8,7,8,,,,,0,7,12,1,9,,,8,,2,2,,,2,2,,,5,13,11,7,11,1,1,5,13,7,2,9,21,19,18,7,19,24,5,13,4,24,16,7,17,52,20,15,40,42,16,12,42,42,24,24,49,31,35,19,23
439956,timor leste import,626,Timor-Leste,6210,"Prendas de vestir confeccionadas con fieltro y tela sin tejer, incl. impregnadas, recubiertas, revestidas o estratificadas, así como prendas confeccionadas con tejidos distintos de los de punto, cauchutados o impregnados, recubiertos o revestidos de plástico (exc. prendas para bebés y complementos ""accesorios"" de vestir)",,,,,,,,,,,,,,,,,,,,,,19,,,,4,,,1,1,,1,1,1,,,39,54,1,30,0,3,2,7,0,3,12,7,27,2,2,,4,6,3,7,,4,45,,,404,2,,,,1,3,,,,4,,199,700,64,70,97,207,267,41,81,31,255,12,6,26,16,21,20,31,45,29,16,10,42,36,51
439956,timor leste import,626,Timor-Leste,7211,"Productos planos de hierro o acero sin alear, de anchura < 600 mm, laminados en frío o en caliente, sin chapar ni revestir",,,,,,,,,,,,,,,,,,,3,,5,,,,,,,,,,,,,,7,25,,7,,,,,,,,,,1,,,4,70,,2,1,,,,,8,1,,3,,,12,,7,5,,,11,,,,,2,8,,76,89,1,14,,1,1,2,16,12,2,6,2,27,3,3,2,,2
439956,timor leste import,626,Timor-Leste,8309,"Tapones y tapas, incl. las tapas corona, las tapas roscadas y los tapones vertedores, cápsulas para botellas, tapones roscados, sobretapas, precintos y demás accesorios para envases, de metal común",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,66,4,,,,10,,,1,,1,,,,,,12,,,33,68,67,63,97,,39,,13,11,4,19,13,15,,29,23,21,8,34,20,28,3,,31,37,57,45,16,7,,99,42,44,48,53,22,99,53
439956,timor leste import,626,Timor-Leste,8470,"Máquinas de calcular y máquinas de bolsillo ""dimensiones <= 170 mm x 100 mm x 45 mm"" registradoras, reproductoras y visualizadoras de datos, con función para cálculo; máquinas de contabilidad, máquinas de franquear, expedir boletos ""tiques"" y máquinas simil., con dispositivo para cálculo incorporado; cajas registradoras (exc. máquinas para tratamiento de la información de la partida 8471 y máquinas automáticas para la venta de productos)",,,,,,,,,,,,,,,,,,,,,5,10,2,,,8,3,47,1,46,37,6,4,5,21,11,20,1,26,57,2,13,65,8,4,2,5,2,4,13,3,21,,87,10,38,1,5,18,3,10,9,3,4,36,5,20,10,2,7,2,5,1,,4,6,9,6,4,50,8,21,47,27,12,22,21,16,34,13,64,9,4,12,51,93,20,14
439956,timor leste import,626,Timor-Leste,9032,Instrumentos y aparatos automáticos para regulación o control (exc. artículos y órganos de la partida 8481),,,,,,,,,,,,,,,5,,,24,,4,6,,2,8,,8,,10,,14,12,12,1,62,5,,,1,15,49,73,62,139,64,6,27,0,,9,4,3,1,14,23,11,7,,27,8,123,28,15,5,14,34,1,1,40,,10,5,2,26,23,2,1,4,4,24,6,5,19,11,4,2,16,24,16,4,6,19,167,8,9,855,27,8,4
439956,timor leste import,626,Timor-Leste,1005,Maíz,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,106,,1,,,2,1,141,2,3,3,228,4,3,2,27,2,0,4,50,,5,1,20,5,1,2,2,,1,2,14,,11,3,1,4,3,5,4,1,3,2,4,5,1,,4,24,17,1,13,8,33,16,25,34,1,3,15,7,8,4,2,27,,5,7,36,55
439956,timor leste import,626,Timor-Leste,1702,"Los demás azúcares, incl. la lactosa, maltosa, glucosa y fructosa ""levulosa"" químicamente puras, en estado sólido; jarabe de azúcar sin adición de aromatizante ni colorante; sucedáneos de la miel, incl. mezclados con miel natural; azúcar y melaza caramelizados",,,,,,,,,,,,,,,,,8,,,,,,,,,,7,10,5,4,10,11,20,20,13,36,17,13,7,22,16,48,21,8,5,5,3,5,9,23,21,7,12,17,2,18,27,7,13,21,5,3,48,15,12,3,7,13,4,7,14,10,19,17,10,26,8,16,24,21,49,18,15,24,13,7,16,15,15,19,21,25,16,9,50,44,20,12
439956,timor leste import,626,Timor-Leste,6914,"Manufacturas de cerámica, n.c.o.p.",,,,,,,,,,,,,,,,,1,,,,,3,20,,86,100,240,291,206,278,261,363,308,83,314,171,90,84,43,96,190,250,103,174,77,30,45,51,139,204,144,187,113,140,68,134,54,54,59,35,45,77,90,60,55,66,80,93,12,19,24,15,10,1,12,149,19,8,175,13,61,57,70,35,125,44,21,15,10,6,23,13,23,15,22,13,7,4
439956,timor leste import,626,Timor-Leste,7413,"Cables, trenzas y artículos simil., de cobre (excl. productos aislados para electricidad)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,67,140,100,,131,312,2,37,,2,1,3,1,,,,,,,,1,,1,,2,17,10,15,,,,,,,2,,,,,,,15,,,,5,,5,,1,6,12,15,4,,1,3,2,139,35,20,3,
439956,timor leste import,626,Timor-Leste,9025,"Densímetros, areómetros, pesalíquidos e instrumentos flotantes simil., termómetros, pirómetros, barómetros, higrómetros y sicrómetros, incl. registradores o combinados entre sí",,,,,,,,,,,,,,,,,,,,,,,,,,43,,,0,,,1,,12,,,,,,54,23,1,,4,0,0,2,19,12,3,,15,,11,,7,11,8,57,4,2,,1,4,7,5,1,1,13,9,1,,1,55,6,3,7,7,6,3,51,7,10,1,1,18,20,15,7,,2,4,14,,3,5,2,
439956,timor leste import,626,Timor-Leste,0910,"Jengibre, azafrán, cúrcuma, tomillo, hojas de laurel, ""curry"" y demás especias (exc. pimienta del género ""Piper""; pimientos de los géneros ""Capsicum"" o ""Pimenta""; vainilla; canela y flores de canelero; clavo ""frutos, clavillos y pedúnculos""; nuez moscada, macis, amomos y cardamomos; semillas de anís, badiana, hinojo, cilantro, comino y alcaravea, así como bayas de enebro)",,,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,2,1,1,3,3,1,14,5,11,6,13,21,25,22,13,8,16,7,25,5,9,19,9,9,9,16,6,7,9,3,7,12,7,17,20,2,15,23,10,2,,14,1,2,6,37,12,12,2,4,7,7,3,4,4,6,8,6,14,12,10,9,18,13,10,23,16,23,2
