reporterCd,reporterLabel,partnerCd,partnerLabel,productCd,productLabel,200201 (USD Thousand),200202 (USD Thousand),200203 (USD Thousand),200204 (USD Thousand),200301 (USD Thousand),200302 (USD Thousand),200303 (USD Thousand),200304 (USD Thousand),200401 (USD Thousand),200402 (USD Thousand),200403 (USD Thousand),200404 (USD Thousand),200501 (USD Thousand),200502 (USD Thousand),200503 (USD Thousand),200504 (USD Thousand),200601 (USD Thousand),200602 (USD Thousand),200603 (USD Thousand),200604 (USD Thousand),200701 (USD Thousand),200702 (USD Thousand),200703 (USD Thousand),200704 (USD Thousand),200801 (USD Thousand),200802 (USD Thousand),200803 (USD Thousand),200804 (USD Thousand),200901 (USD Thousand),200902 (USD Thousand),200903 (USD Thousand),200904 (USD Thousand),201001 (USD Thousand),201002 (USD Thousand),201003 (USD Thousand),201004 (USD Thousand),201101 (USD Thousand),201102 (USD Thousand),201103 (USD Thousand),201104 (USD Thousand),201201 (USD Thousand),201202 (USD Thousand),201203 (USD Thousand),201204 (USD Thousand),201301 (USD Thousand),201302 (USD Thousand),201303 (USD Thousand),201304 (USD Thousand),201401 (USD Thousand),201402 (USD Thousand),201403 (USD Thousand),201404 (USD Thousand),201501 (USD Thousand),201502 (USD Thousand),201503 (USD Thousand),201504 (USD Thousand),201601 (USD Thousand),201602 (USD Thousand),201603 (USD Thousand),201604 (USD Thousand),201701 (USD Thousand),201702 (USD Thousand),201703 (USD Thousand),201704 (USD Thousand),201801 (USD Thousand),201802 (USD Thousand),201803 (USD Thousand),201804 (USD Thousand),201901 (USD Thousand),201902 (USD Thousand),201903 (USD Thousand),201904 (USD Thousand),202001 (USD Thousand),202002 (USD Thousand),202003 (USD Thousand),202004 (USD Thousand),202101 (USD Thousand),202102 (USD Thousand),202103 (USD Thousand),202104 (USD Thousand),202201 (USD Thousand),202202 (USD Thousand),202203 (USD Thousand),202204 (USD Thousand),202301 (USD Thousand),202302 (USD Thousand),202303 (USD Thousand),202304 (USD Thousand),202401 (USD Thousand),202402 (USD Thousand),202403 (USD Thousand),202404 (USD Thousand),202501 (USD Thousand),202502 (USD Thousand),202503 (USD Thousand),202504 (USD Thousand),202601 (USD Thousand),202602 (USD Thousand)
439956,timor leste import,626,Timor-Leste,TOTAL,Todos los productos,,2,,,19,,,0,6361,5486,6131,5010,7025,6141,5882,6604,14314,16968,21547,17067,14128,17251,17876,13180,19107,26264,37883,54669,50935,41382,57478,84034,56100,63302,62833,627633,106597,107490,109821,128912,101808,102215,119767,139382,94060,102803,114899,119072,90595,123768,140148,142694,173235,98041,108648,148374,99508,114787,133369,134238,105829,114109,112923,128890,77842,78608,108141,131428,104299,100922,140684,146644,130443,112154,176481,170683,146507,163797,191453,260341,203321,225642,246012,202817,228940,206259,230820,222679,188847,215672,244118,239538,214433,236029,254864,259900,236893,297194
439956,timor leste import,626,Timor-Leste,2710,"Aceites de petróleo o de mineral bituminoso (exc. aceites crudos); preparaciones con un contenido de aceites de petróleo o de mineral bituminoso >= 70% en peso, en las que estos aceites constituyan el elemento base, n.c.o.p.; desechos de aceites que contengan principalmente aceites de petróleo o de mineral bituminoso",,,,,,,,,1291,1354,996,1213,915,805,511,181,2538,2149,2648,2196,970,662,1150,2342,1186,1517,3114,6676,6338,419,2651,4307,4651,5411,4227,9187,10073,5074,4435,5544,6499,16390,12299,18624,7189,14375,7324,8969,6283,30243,35180,26986,6778,9962,10813,12158,7793,2203,3296,2970,2375,4694,3269,6803,1255,912,3513,3092,21868,10431,13462,24152,13093,18313,22218,21785,24906,37773,25695,25064,40273,32088,35415,20649,55205,20589,43618,18917,19270,29563,36087,20705,25931,24379,13019,38751,35297,71818
439956,timor leste import,626,Timor-Leste,1006,Arroz,,,,,,,,,1,,,,,,,,1353,,226,,,766,,,100,,,122,,101,,,,,,38,,2304,4010,4450,2659,271,,98,,100,1,290,,29,1,56,3,7,,57,13,18,2,2,,6,5,1,611,761,2473,422,270,,914,2357,1827,6351,4613,11191,11433,8747,4161,8357,11756,7313,12424,6344,6829,10356,15996,16740,14948,12608,12151,13971,8169,16128,11272,9494,11214,15298
439956,timor leste import,626,Timor-Leste,8704,"Vehículos automóviles para transporte de mercancías, incl. los chasis con motor y las cabinas",,,,,,,,,59,23,173,122,35,122,44,66,45,265,2525,431,194,92,195,128,358,366,402,1096,1890,1111,2979,1618,2455,2558,1828,1803,4209,2586,2467,1972,1786,1490,1805,2426,2852,2448,3558,3282,4226,3148,2144,3015,3799,2099,4261,4185,3783,4092,5756,3243,3396,2757,1896,4627,1800,1964,1406,2492,2475,2907,3163,5101,2638,1320,3159,3956,3344,3477,4097,4822,5738,4859,4974,4289,5867,7774,7610,7515,9248,6936,7590,8476,8781,9675,9893,10406,8448,10321
439956,timor leste import,626,Timor-Leste,2523,"Cementos hidráulicos, incl. los cementos sin pulverizar ""clinker"", incl. coloreados",,,,,,,,,,,14,,,,,,86,91,10,202,1,7,,,202,664,967,1622,824,1068,3503,2852,2050,1686,1503,3539,1976,2791,2322,3502,3380,1643,3219,4406,3491,4033,3330,3645,2206,1981,6460,2996,4439,3408,3449,4271,4633,4076,4875,4810,5243,5935,4304,6123,3190,4057,2639,4541,3100,3239,4295,4699,3376,2186,4466,4901,2959,3437,6033,4398,5396,2365,6468,5007,3632,3776,5760,6524,4424,5822,7957,6279,3862,6472,9039,7550,4507,6514
439956,timor leste import,626,Timor-Leste,8517,"Teléfonos, incl. teléfonos inteligentes y otros teléfonos para redes celulares o para otras redes inalámbricas; los demás aparatos de transmisión o recepción de voz, imágenes u otros datos, incl. aparatos para la comunicación en una red alámbrica o inalámbrica, sus partes (exc. ​​aparatos de transmisión o recepción de las partidas 8443, 8525, 8527 u 8528)",,,,,,,,,,1,3,2,78,13,,3,5,18,18,6,26,31,387,36,22,0,345,284,954,285,1981,1893,697,2169,717,1382,1315,1479,973,319,295,436,282,7561,653,1646,1546,1848,1235,2334,916,871,2787,561,628,721,786,5850,4625,3875,4577,3190,1811,3286,625,730,1564,2986,1911,2680,2440,3151,1578,2938,3410,2318,2923,3167,3070,2281,2657,3634,3726,3083,2967,5195,2249,5745,1896,3355,2184,3053,6244,4302,3400,4095,3011,1760
439956,timor leste import,626,Timor-Leste,8711,"Motocicletas, incl. los ciclomotores, y velocípedos equipados con motor auxiliar, incl. con sidecar o sin él; sidecares",,,,,,,,,9,11,,14,,,17,,7,6,1,201,202,,135,88,400,1078,1553,2245,1350,1105,1483,2329,2199,1312,1211,1934,2724,1613,1396,1881,1725,2384,2405,2569,2379,2406,1689,2992,2305,2350,2381,3104,2713,2784,1836,3376,3333,3747,2488,3507,4026,3874,3501,3890,2494,1384,3062,3489,3489,3307,3839,3435,3307,883,5444,4306,3066,2071,3149,3663,3335,2386,2833,3401,6196,4752,5366,5438,7019,7963,5338,9607,7929,6586,8461,8597,10269,8362
439956,timor leste import,626,Timor-Leste,0207,"Carne y despojos comestibles de gallos, gallinas, patos, gansos, pavos ""gallipavos"" y pintadas, de especies domésticas, frescos, refrigerados o congelados",,,,,,,,,9,12,12,16,12,5,3,3,1,6,2,,1,4,,1,,,,1,,1,1,1,,,,4,2741,2003,3285,2002,1411,1631,2726,1917,2181,2068,3020,1832,1525,637,1374,1053,1067,694,585,1029,1102,777,751,710,783,1039,1848,840,661,861,1688,1431,1159,1497,2182,1743,1433,1297,2602,2577,3206,1710,4085,3651,2859,4650,6339,1971,3424,5846,4444,5110,809,2699,5112,4196,5286,4244,4742,5739,5596,4354
439956,timor leste import,626,Timor-Leste,8703,"Automóviles de turismo y demás vehículos automóviles concebidos principalmente para el transporte de <10 personas, incl. camionetas y automóviles de carreras (exc. vehículos automóviles de la partida 8702)",,,,,,,,,470,47,234,221,101,46,235,371,161,181,309,444,226,106,394,282,374,1344,598,2068,1844,1409,1447,3856,2706,1207,1856,2674,3359,10262,4121,2258,2131,2579,2070,4780,1818,1319,2117,2952,2637,4140,3460,5517,4706,4415,3044,4632,4190,4016,2403,3068,3881,2927,3432,3392,2483,1745,3617,2544,2054,2831,3575,4189,2857,1137,2804,3170,1983,1888,2756,4920,4330,3567,3134,3358,5014,5717,4693,5098,4687,3378,3671,4639,4401,5241,4895,4553,3326,6894
439956,timor leste import,626,Timor-Leste,1511,"Aceite de palma y sus fracciones, incl. refinados, sin modificar químicamente",,,,,,,,,,,,,,,,,105,129,257,181,,,,,270,480,747,777,1140,1898,1093,1490,2020,1712,1615,1684,1339,3314,2311,10273,1655,2427,2806,1969,2575,2294,2847,2293,2373,2734,3756,2483,2395,2838,2498,2857,1964,1836,2730,2844,2605,3320,3435,4115,2006,2277,3797,2291,2930,2846,3334,2830,2749,2530,3412,4693,4103,2511,2792,4798,1995,3590,6245,6596,5144,4037,3697,5075,3654,4062,5834,4489,5893,6582,7611,6047,4576,6631
439956,timor leste import,626,Timor-Leste,1905,"Productos de panadería, pastelería o galletería, incl. con adición de cacao; hostias, sellos vacíos de los tipos utilizados para medicamentos, obleas para sellar, pastas secas de harina, almidón o fécula, en hojas, y productos simil.",,,,,,,,,,,,2,8,3,,,46,83,35,10,18,11,,5,252,420,969,975,646,587,788,1250,1144,1078,1271,1632,900,1013,1287,1378,1048,1344,1747,1660,1093,1206,1161,1337,972,991,1229,1769,1068,969,1205,1278,1548,1428,2104,1885,1851,1626,2402,2182,1751,1162,2410,2009,1718,1918,2461,2031,1474,1225,3280,2630,1812,2477,2388,3212,3493,3732,3403,2832,4162,3780,4225,4251,3404,3448,3567,4909,2706,3420,4895,4356,3237,3343
439956,timor leste import,626,Timor-Leste,1902,"Pastas alimenticias, incl. cocidas o rellenas de carne u otras sustancias, o preparadas de otra forma, tales como espaguetis, fideos, macarrones, tallarines, lasañas, ñoquis, ravioles, canelones; cuscús, incl. preparado",,,,,,,,,,,,,,,,,31,124,101,99,,,1,,687,973,1413,1144,1325,1192,1004,2994,1038,1728,1226,3055,1099,2707,2890,2300,2131,2395,3154,3613,1750,1967,3720,2970,3296,3152,2073,5001,1637,2411,2558,2603,2577,3585,1238,3050,2228,3726,2004,3305,2249,1882,4402,3011,2199,2371,2401,2850,3321,3890,2307,2392,2655,4278,3199,2459,3485,4739,4141,3484,4435,4495,4426,4101,4423,4803,3712,4107,5054,4481,4304,4511,4219,4751
439956,timor leste import,626,Timor-Leste,9403,"Muebles y sus partes, n.c.o.p. (exc. asientos y mobiliario para medicina, cirugía, odontología o veterinaria)",,,,,,,,,7,26,,16,8,45,,39,20,39,62,157,66,105,90,194,74,202,327,108,167,177,418,1438,560,450,355,952,496,718,1062,1632,1573,1044,1591,967,1072,1042,672,1318,1660,394,614,1044,961,603,542,1092,769,965,937,943,508,881,1031,904,663,704,671,980,725,564,1014,1210,671,943,1664,1775,1334,1523,2722,2655,1586,2596,3202,1995,1579,1881,2650,3919,2021,2980,2683,4234,3217,3513,3596,3132,4096,3435
439956,timor leste import,626,Timor-Leste,2402,"Cigarros ""puros"", incl. despuntados, cigarritos ""puritos"" y cigarrillos, de tabaco o de sucedáneos del tabaco",,,,,,,,,78,66,58,31,46,51,56,39,96,259,304,64,15,2,36,44,602,771,1309,1038,1161,1436,1136,1789,1746,1505,2435,1971,2229,1859,2564,2687,2537,2338,3599,2629,3349,1387,3375,3070,2493,3253,3773,3193,4071,3431,4447,4198,3658,5065,4401,5214,4769,5454,6358,2169,3548,3519,4483,2441,3037,3544,3508,3130,3943,2576,4365,3647,4101,4035,3812,4661,2311,3730,1967,4211,738,628,1105,2814,3159,2385,3744,2611,3425,2868,4357,3510,3319,3889
439956,timor leste import,626,Timor-Leste,7210,"Productos planos de hierro o acero sin alear, de anchura >= 600 mm, laminados en frío o en caliente, chapados o revestidos",,,,,,,,,5,,11,11,,,,,98,16,33,60,,8,,,200,290,320,733,466,296,635,297,234,277,1681,947,760,235,552,1026,1230,350,2205,2044,909,813,988,2787,1030,1190,1554,2276,2119,1253,941,2740,1614,1135,1431,2872,1601,1522,1393,3178,1681,1170,2541,2786,1738,803,1625,3211,1540,1186,3082,1687,2116,2617,4844,3009,4365,2598,6496,8220,6067,7685,2182,2765,1732,2329,1175,2713,2416,1889,3024,2611,1305,2869
439956,timor leste import,626,Timor-Leste,7306,"Tubos y perfiles huecos, p.ej. soldados, remachados, grapados o con los bordes simplemente aproximados, de hierro o acero (exc. tubos sin soldadura y tubos de secciones interior y exterior circulares y diámetro exterior > 406,4 mm)",,,,,,,,,6,,1,,5,92,,,2,,35,,,45,30,,38,54,8,,24,33,143,194,152,186,395,4779,626,341,243,1335,247,222,445,336,237,269,358,681,261,530,1122,742,513,1126,558,3325,620,664,1932,1025,1153,1422,1176,1075,704,1030,1002,1215,1089,809,1399,1271,990,1791,3742,3648,1078,1820,2858,3792,4805,3393,12858,8827,8800,4291,2332,2462,2387,3396,3546,2604,2169,2414,2684,3057,490,3517
439956,timor leste import,626,Timor-Leste,6907,"Baldosas y losas para pavimentos, chimeneas o muros; cubos de mosaico de cerámica y similares, incluso sobre soporte o no (exc. de harinas silíceas fósiles o de tierras silíceas análogas, productos refractarios, azulejos especialmente adaptados como centros de mesa, objetos de adorno y azulejos especiales para hornos y estufas)",,,,,,,,,,,,,,2,,,5,1,1,,,1,,120,15,7,,20,,15,14,5,32,135,208,201,325,261,305,367,190,82,159,74,65,55,17,56,28,43,73,37,79,40,58,46,16,24,82,66,255,397,829,899,571,434,703,670,307,631,683,449,320,536,1242,1624,450,1157,1845,992,1652,2190,2157,3941,570,1944,1880,2360,651,794,878,1122,714,2101,1201,1113,1213,717
439956,timor leste import,626,Timor-Leste,7214,"Barras de hierro o acero sin alear, simplemente forjadas, laminadas o extrudidas, en caliente, así como las sometidas a torsión después del laminado",,,,,,,,,,,,,,,,,275,77,27,1,67,,44,,236,235,2159,2581,648,1481,1824,6125,785,1568,1363,992,1821,1621,1486,1452,896,707,1767,1431,1292,801,1393,1043,845,558,761,834,1086,1183,910,1166,869,717,1017,989,790,466,783,532,428,498,460,518,436,244,1326,1083,432,170,816,1566,452,528,1100,4206,1481,2128,1965,1067,3014,2972,3562,2333,1795,1890,3563,1765,2477,2143,2807,4029,2380,4234
439956,timor leste import,626,Timor-Leste,2201,"Agua, incl. el agua mineral natural o artificial y la gaseada, sin adición de azúcar u otro edulcorante ni aromatizados; hielo y nieve",,,,,,,,,2,4,3,,1,,,,22,454,101,6,,137,93,3,183,353,471,743,562,589,755,1301,995,972,695,3547,1695,1075,1373,1759,581,356,207,715,900,916,922,1123,950,1100,933,1248,1133,1162,1034,1315,1708,1294,1143,1963,1373,1219,1608,2130,1459,1372,1314,1415,1141,1740,1054,1315,1438,801,1546,1743,1000,1016,1490,1776,1920,1475,1628,1799,1554,1479,1111,2189,1614,1690,1409,2313,1852,1866,1072,1830,1217,1017
439956,timor leste import,626,Timor-Leste,0402,"Leche y nata ""crema"", concentradas o con adición de azúcar u otro edulcorante",,,,,,,,,31,7,23,22,19,10,13,2,226,36,53,1,7,29,12,2,39,209,215,205,621,312,701,350,241,246,368,172,309,212,163,164,311,102,66,386,330,333,307,440,291,217,253,325,227,125,217,303,629,631,568,572,573,420,509,182,346,302,366,294,410,670,576,735,1262,1169,941,1398,857,884,796,904,1231,1310,2098,1345,2270,2078,2243,2152,2658,2464,1519,1856,1993,1293,1320,1345,1694,1420
439956,timor leste import,626,Timor-Leste,1101,"Harina de trigo y de morcajo ""tranquillón""",,,,,,,,,,,,,,,,,,29,,,,,,,691,376,1373,957,761,672,1129,859,873,894,1244,957,1215,1670,1939,1653,1716,1824,2340,1319,1815,2074,2104,1523,2165,2004,2184,1908,2045,2133,1594,2245,1593,2317,1829,1682,1498,2004,1999,1919,1611,1588,2304,1795,1442,1927,2288,1530,1524,1599,2146,1662,1200,1580,1789,1761,2022,2042,2452,2178,2490,2466,2350,2131,2146,1820,2263,2069,2201,2513,2572,2195,2014,2551
439956,timor leste import,626,Timor-Leste,2106,"Preparaciones alimenticias, n.c.o.p.",,,,,,,,,93,1,3,5,2,2,20,11,,6,7,1,7,22,28,42,67,132,77,119,44,106,76,171,54,68,47,55,29,48,39,81,127,144,127,811,145,170,84,112,134,430,356,515,578,328,508,446,538,293,360,346,534,379,433,483,472,304,488,591,759,887,674,490,373,412,559,616,358,413,446,632,592,663,884,1153,948,1534,1565,2095,1487,1215,1696,1983,980,1499,1359,1645,1119,968
439956,timor leste import,626,Timor-Leste,7308,"Puentes y partes de puentes, compuertas de esclusas, torres, castilletes, pilares, columnas, armazones para techumbre, techados, puertas y ventanas y sus marcos, contramarcos y umbrales, cortinas de cierre y barandillas y demás construcciones y partes de construcciones, así como chapas, barras, perfiles, tubos y simil., preparados para la construcción, de fundición, hierro o acero (exc. construcciones prefabricadas)",,,,,,,,,196,188,320,176,154,140,25,24,81,191,417,244,227,184,300,55,664,492,1430,1279,402,445,576,681,215,1358,1476,3527,2293,4969,5121,3211,3577,1585,2392,738,771,863,3061,1757,597,531,401,1155,506,931,927,4237,342,1307,1844,1901,819,1043,1301,839,1379,3342,431,986,533,614,628,1196,972,2830,4289,3411,7591,5059,6589,5973,1028,1444,1600,1038,1341,2259,1541,2080,1113,1818,2110,3249,1997,2383,3259,1225,2638,1938
439956,timor leste import,626,Timor-Leste,8409,"Partes identificables como destinadas exclusiva o principalmente a los motores de émbolo ""pistón"" de las partidas 8407 u 8408, n.c.o.p.",,,,,,,,,63,,,,,,,1,6,,,2,6,,2,1,25,8,15,,2,6,6,30,,13,42,51,164,140,267,615,242,175,89,176,179,156,132,127,156,218,151,189,187,30,68,36,21,35,260,169,84,51,39,195,169,100,39,74,58,8,53,267,23,169,221,575,172,194,109,156,31,35,136,133,256,14,1805,1784,49,28,390,134,426,62,306,63,42,25
439956,timor leste import,626,Timor-Leste,3926,"Manufacturas de plástico y manufacturas de las demás materias de las partidas 3901 a 3914, n.c.o.p.",,,,,,,,,1,1,1,6,53,15,12,15,30,74,131,36,24,101,204,109,61,107,131,298,165,148,161,183,368,281,315,567,377,225,249,464,270,382,1037,607,1006,551,556,414,508,314,264,369,343,173,244,366,337,448,593,520,608,513,420,377,268,259,326,456,261,463,706,614,390,615,772,1087,975,1914,1277,1388,928,1062,1571,1378,1687,1676,1546,1760,1194,1156,1490,1582,1155,1315,1842,1730,1362,1477
439956,timor leste import,626,Timor-Leste,6402,"Calzado con suela y parte superior de caucho o plástico (exc. calzado impermeable de la partida 6401, calzado ortopédico o con patines fijos, para hielo o de ruedas, así como calzado con características de juguete)",,,,,,,,,4,,,,11,25,,16,20,,32,31,49,98,,9,15,115,181,228,79,75,180,329,315,136,104,180,193,85,137,208,842,3130,662,124,121,189,139,145,65,114,326,227,342,147,363,1309,268,629,803,1193,718,761,301,332,215,287,293,502,454,620,800,740,378,369,1170,1146,590,344,1097,1519,818,845,1324,1123,1080,1185,1287,1751,856,1403,1335,1384,1060,1084,1122,1151,904,1131
439956,timor leste import,626,Timor-Leste,7326,"Manufacturas de hierro o acero, n.c.o.p. (exc. moldeadas)",,,,,,,,,2,4,14,5,17,18,1,57,11,88,17,47,18,43,36,22,111,183,166,164,195,252,217,310,557,391,673,2097,1501,1261,1340,1463,1122,1182,2191,1128,1052,1139,1503,1176,1724,830,699,948,1140,1601,489,483,519,1138,1062,1206,609,1217,845,804,914,375,833,1292,697,511,544,697,457,620,1008,797,663,1690,2232,3201,2191,1148,2167,1322,1282,1631,1583,1727,1421,1667,2176,1724,1540,1918,2356,2025,1747,2464
439956,timor leste import,626,Timor-Leste,8471,"Máquinas automáticas para tratamiento o procesamiento de datos y sus unidades; lectores magnéticos u ópticos, máquinas para registro de datos sobre soporte en forma codificada y máquinas para tratamiento o procesamiento de estos datos, n.c.o.p.",,,,,,,,,15,25,322,28,111,58,57,3,48,44,185,242,462,40,50,221,82,83,187,464,358,174,497,196,156,182,322,338,263,632,833,978,300,426,331,372,413,490,503,873,476,413,908,973,218,417,481,429,311,657,279,511,381,413,464,318,250,287,655,154,491,595,685,970,469,282,483,560,597,711,702,1229,1705,1498,1228,1178,891,2054,1130,1715,1982,1533,1447,1479,1515,829,1952,892,1206,1868
439956,timor leste import,626,Timor-Leste,4011,"Neumáticos ""llantas neumáticas"" nuevos de caucho",,,,,,,,,86,32,74,60,27,5,9,26,44,44,148,120,18,148,228,176,190,280,245,587,215,293,398,546,746,654,498,927,1098,970,993,944,1121,848,1062,1417,1377,1122,1274,1339,1180,894,1096,1391,950,1029,700,1101,979,870,1212,2231,2028,981,1634,1402,783,932,1247,1111,761,1154,1098,1474,600,819,1467,1284,1165,1039,998,1421,1663,1156,1232,1562,1493,1500,1687,1657,1712,1375,1473,1908,1312,1369,2001,1970,1608,1750
439956,timor leste import,626,Timor-Leste,2103,"Preparaciones para salsas y salsas preparadas; condimentos y sazonadores, compuestos; harina de mostaza y mostaza preparada",,,,,,,,,,,,,,,,1,1,2,,,,7,2,38,83,193,171,191,227,134,278,392,241,210,352,330,650,696,400,416,785,476,942,895,876,310,626,596,440,514,636,1072,543,625,1071,662,846,763,1103,858,908,883,959,817,1368,459,1084,843,1064,749,1330,900,1094,657,1207,1373,851,1036,952,1451,1364,1504,1279,1288,1412,1301,1477,1634,1263,1585,1690,1624,1371,1505,2066,2306,1396,1300
439956,timor leste import,626,Timor-Leste,3402,"Agentes de superficie orgánicos (exc. jabón); preparaciones tensoactivas, preparaciones para lavar, incl. las preparaciones auxiliares de lavado, y preparaciones de limpieza, aunque contengan jabón (exc. preparaciones de la partida 3401)",,,,,,,,,7,2,1,2,1,27,6,15,114,22,23,128,54,1,5,20,187,285,268,646,340,478,302,631,406,219,231,524,713,527,355,711,795,534,521,603,898,830,839,296,783,1311,951,1029,741,984,720,906,1082,1047,817,1002,1113,1195,1192,1520,888,731,1402,2267,750,572,1348,1543,1363,725,1626,1579,1902,962,1204,1447,1494,1337,2222,2099,1846,1491,1403,1617,2226,2060,1566,1785,1829,1784,1398,1754,1544,1658
439956,timor leste import,626,Timor-Leste,9404,"Soportes de colchón (exc. interiores de muelles para asientos); artículos de ropa de cama y mobiliario similar, p. ej. colchones, colchas, edredones, cojines, pufs y almohadas, provistos de muelles o rellenos o rellenos interiormente de cualquier materia o de caucho celular o plástico, incluso revestidos (exc. ​​colchones neumáticos o de agua y mantas y fundas)",,,,,,,,,2,,,,,,,,3,25,2,3,,,2,1,40,58,80,102,183,248,338,265,280,112,148,212,165,161,198,294,208,223,1397,479,255,261,292,412,290,255,364,547,365,229,319,690,456,505,610,660,683,521,771,627,463,477,472,406,465,362,450,639,474,461,1021,740,564,683,725,1107,920,811,981,977,1298,1254,1453,1586,1247,1366,1558,1856,1389,1672,1746,1711,1547,1502
439956,timor leste import,626,Timor-Leste,3924,"Vajilla y demás artículos de uso doméstico y artículos de higiene o tocador, de plástico (exc. bañeras, duchas, lavabos, bidés, inodoros y sus asientos y tapas, cisternas y artículos sanitarios o higiénicos simlares)",,,,,,,,,2,8,19,,19,2,5,4,696,665,1046,55,10,21,40,2,127,184,217,400,469,464,440,375,297,185,511,1740,207,140,78,61,385,438,595,290,89,91,235,280,213,268,208,249,226,287,274,286,187,370,477,1231,463,334,270,268,219,271,296,269,260,362,585,665,441,618,1085,693,635,918,1506,1714,1211,1029,1405,928,1122,1696,1596,1569,1211,1485,2009,1651,1302,1221,1978,1414,1077,1487
439956,timor leste import,626,Timor-Leste,9401,"Asientos, incl. los transformables en cama, y sus partes, n.c.o.p. (exc. asientos para medicina, cirugía, odontología o veterinaria)",,,,,,,,,1,1,,24,16,10,,,24,51,20,49,10,30,20,10,44,15,19,36,45,27,145,185,52,121,151,125,67,40,136,136,31,117,189,130,68,70,40,148,1202,88,412,3705,196,98,247,429,215,270,455,352,201,198,194,286,86,159,334,324,246,231,315,361,218,167,383,454,285,238,953,756,837,1214,1534,1137,800,986,1284,1552,863,1172,1043,1273,958,1120,1204,1133,1050,1107
439956,timor leste import,626,Timor-Leste,9999,Materias no a otra parte especificadas,,,,,,,,0,1615,1254,1645,1393,2532,2613,2407,2002,2435,3313,3458,4269,3587,5947,5802,2131,1755,2007,2600,2084,1729,1954,1907,2391,1262,2894,2750,7077,11439,1496,6994,2005,1642,2561,2671,1767,2222,1903,2322,2610,1837,2284,3462,4336,75350,1010,7977,1611,834,623,512,771,628,2509,592,1250,818,794,718,1299,630,882,875,1115,814,972,1530,978,795,2481,3881,1726,1144,1025,869,772,2755,906,936,1533,1899,936,1106,1269,882,1195,1986,1952,8258,8666
439956,timor leste import,626,Timor-Leste,8708,"Partes y accesorios de tractores, vehículos automóviles para transporte de >= 10 personas, automóviles de turismo, vehículos automóviles para transporte de mercancías o para usos especiales de las partidas 8701 a 8705, n.c.o.p.",,,,,,,,,100,203,200,143,70,59,40,220,21,95,138,49,35,212,180,26,170,101,284,175,507,190,215,737,265,219,205,211,826,552,549,492,489,446,600,679,322,770,718,724,774,829,859,954,747,698,675,1153,941,1253,1496,1381,647,813,893,803,1144,695,1157,1054,666,817,807,1277,838,648,1773,1523,903,783,1438,1388,2200,1338,1196,768,1561,1476,1357,1483,1128,1508,2336,1950,1765,1936,3701,2328,2026,9387
439956,timor leste import,626,Timor-Leste,6904,"Ladrillos de construcción, bovedillas, cubrevigas y artículos simil., de cerámica (exc. productos de harinas silíceas fósiles o de tierras silíceas análogas, ladrillos refractarios de la partida 6902, así como placas y baldosas de cerámica y losas para pavimentación o revestimiento de las partidas 6907 y 6908)",,,,,,,,,,,,,,,,,1,,,,,9,,,4,1,2,1,34,20,6,31,55,1,50,14,21,4,5,,39,60,0,110,5,3,2,27,15,12,39,98,85,123,358,851,334,272,298,413,341,200,409,459,238,116,164,213,195,702,419,204,137,512,958,1510,224,190,1718,895,548,948,1176,738,597,657,648,1478,1147,646,835,450,226,1145,914,955,1068,321
439956,timor leste import,626,Timor-Leste,0407,"Huevos de ave con cáscara, frescos, conservados o cocidos",,,,,,,,,28,22,5,7,4,2,2,2,3,10,43,10,22,2,9,46,139,186,242,155,177,186,335,272,212,113,352,242,155,212,212,218,529,316,551,497,190,597,345,287,170,436,542,438,418,357,192,825,329,456,527,518,417,461,267,564,269,554,220,266,218,315,146,217,249,314,410,655,784,502,515,732,299,642,398,872,462,773,725,1348,386,887,1492,1506,923,1089,1643,1646,1279,318
439956,timor leste import,626,Timor-Leste,8429,"Topadoras frontales ""bulldozers"", topadoras anguladores ""angledozers"", niveladoras, traíllas ""scrapers"", palas mecánicas, excavadoras, cargadoras, palas cargadoras, compactadoras y apisonadoras ""aplanadoras"", autopropulsadas",,,,,,,,,,0,,,94,,,,20,,,,72,4,,,41,262,79,878,925,1122,1039,1212,1754,703,596,705,4804,1070,929,693,1161,778,1772,1963,2567,2098,4576,3537,1619,1305,3018,2636,1701,4609,1762,2727,2629,3095,4580,3558,2328,2733,1307,4877,817,864,619,342,868,1721,802,313,302,376,20,212,118,178,68,1032,72,310,883,508,565,1665,3503,1331,3629,3336,4338,4593,5373,4487,2743,3721,3799,4604
439956,timor leste import,626,Timor-Leste,2202,"Agua, incl. el agua mineral y la gaseada, con adición de azúcar u otro edulcorante o aromatizada, y demás bebidas no alcohólicas (exc. los jugos de frutas o de hortalizas de la partida 2009)",,,,,,,,,74,40,27,41,42,8,30,38,30,53,143,99,80,41,96,43,95,211,949,1235,520,748,1769,2173,1391,1228,2159,2061,1244,1057,1834,3173,3040,1352,2930,3122,2439,2404,1630,3633,860,1409,3351,2256,2054,1985,1270,3068,3587,3063,2962,5168,1816,1974,3287,3942,1954,2069,2667,2895,1678,2430,2813,2523,2601,652,2978,4102,1701,1714,2781,4533,2937,2214,3092,4499,369,908,996,1302,1001,1864,1028,1067,1031,949,676,1384,458,631
