Response,Horizon,Impulse,10%,16%,50%,84%,90%
Gov Exp,1,Gov Exp,0.022779864653427483,0.02328201240374749,0.025088173668382556,0.027071936223490186,0.027657215331937983
Gov Exp,1,Imports,0,0,0,0,0
Gov Exp,1,N.O. GDP,0,0,0,0,0
Gov Exp,1,CPI,0,0,0,0,0
Gov Exp,1,Credit,0,0,0,0,0
Gov Exp,2,Gov Exp,0.04615818072664434,0.04737848568032524,0.05234570346613093,0.05801809635666052,0.05994938741413822
Gov Exp,2,Imports,-0.0032373539957587733,-0.0025271387830396595,-3.940111879581759e-5,0.002451105825031324,0.0031671658140884585
Gov Exp,2,N.O. GDP,-0.0012815895844646087,-6.976070939913619e-4,0.001319876721945309,0.003339925816189473,0.003953830088663464
Gov Exp,2,CPI,-0.0034119277649547475,-0.002621648569635887,2.13770998027876e-4,0.002911943619806016,0.0038232899171127114
Gov Exp,2,Credit,-0.003814368034651189,-0.0033085598380160693,-0.0015097981975271996,3.693477912015452e-4,0.00086762265018545785
Gov Exp,3,Gov Exp,0.06545065263838315,0.06801523059504551,0.07763837632409479,0.08912816582577564,0.09294088456810065
Gov Exp,3,Imports,-0.006952895998771017,-0.004989592837011598,0.0012582640683548975,0.007655470755945617,0.009582125725869048
Gov Exp,3,N.O. GDP,-0.0031574597640806144,-0.001448888262729938,0.00412506470985106,0.009624389263764912,0.0112950647433059
Gov Exp,3,CPI,-0.008406558638419614,-0.0063676030518636465,8.505635534548046e-4,0.007722994990659202,0.010063583710982408
Gov Exp,3,Credit,-0.009819860101592831,-0.00833919878664334,-0.0035060860435948836,0.001718932202303875,0.003134352047403033
Gov Exp,4,Gov Exp,0.08138068842183739,0.08516218900947659,0.10050149093590245,0.11875881865525026,0.12512604180373307
Gov Exp,4,Imports,-0.009653622552010244,-0.0063027801167496985,0.004706712904555698,0.01576471526347422,0.01916327252562142
Gov Exp,4,N.O. GDP,-0.004511860117876479,-0.0015367030154028083,0.00852878498234959,0.01839699462369752,0.021433630411266592
Gov Exp,4,CPI,-0.013617982054579165,-0.010019017075332738,0.0024366981902346216,0.013955966339058275,0.017979409094085803
Gov Exp,4,Credit,-0.016268487777175118,-0.013734586170467182,-0.005111800830666751,0.00446342314712283,0.006969793158170492
Gov Exp,5,Gov Exp,0.09436239520990122,0.09935201027876947,0.12089028607670296,0.1475034950464922,0.15687610457137724
Gov Exp,5,Imports,-0.01049176901097507,-0.005715862951869163,0.010359327103984888,0.02669765391509721,0.03165774935710693
Gov Exp,5,N.O. GDP,-0.005536690127117084,-6.42227127096407e-4,0.014568371853511779,0.029288739220456925,0.03378282680901242
Gov Exp,5,CPI,-0.018898856519687195,-0.013357336183871945,0.004795990397680949,0.0219212955155446,0.027274947222160333
Gov Exp,5,Credit,-0.022446295809867994,-0.018917012731628404,-0.00580626512750948,0.008455116653223859,0.012400838318972544
Gov Exp,6,Gov Exp,0.10499702668334507,0.1114194835038796,0.13927257696183623,0.17557625170557023,0.18942393730882645
Gov Exp,6,Imports,-0.009759543816747263,-0.0030163040484771976,0.018527470095700525,0.04081808549315998,0.04758696262745912
Gov Exp,6,N.O. GDP,-0.005580236192142418,7.396187609170716e-4,0.02150964945469995,0.042017257709139486,0.047944638145241567
Gov Exp,6,CPI,-0.023863880303061403,-0.01618993851192199,0.007962239940136586,0.0311813227495654,0.038146781800725206
Gov Exp,6,Credit,-0.02802653560026569,-0.023066836005749762,-0.005630777307047188,0.013827356596035439,0.019291331593689252
Gov Exp,7,Gov Exp,0.11361805612076968,0.12154996476231447,0.15627459125468854,0.20370995230859631,0.22289356394782606
Gov Exp,7,Imports,-0.0067993581835050065,0.0013539977521114701,0.028978358699004177,0.05791765817595234,0.06736712654766969
Gov Exp,7,N.O. GDP,-0.00612132111142595,0.002663626884019045,0.029451908575037152,0.055407041055677064,0.0635386349096268
Gov Exp,7,CPI,-0.028291410353784484,-0.018813802978875964,0.011832800170478233,0.04155686102505153,0.05100997543369897
Gov Exp,7,Credit,-0.03258059030072481,-0.026256660867926482,-0.0045896914147814435,0.01984863438662811,0.027530339030062242
Gov Exp,8,Gov Exp,0.12067679671373752,0.12986734743646333,0.1717764410858253,0.2317565164705755,0.25691964175212173
Gov Exp,8,Imports,-0.00292960783932803,0.00703923721094241,0.041608116718026084,0.07806768271256781,0.08928595036058232
Gov Exp,8,N.O. GDP,-0.006204614057174606,0.004265634917562979,0.03728619742323974,0.06999231897377953,0.0798399365794342
Gov Exp,8,CPI,-0.03404281177469845,-0.020556774803760756,0.016953097683386813,0.052832097746315615,0.06394607479456364
Gov Exp,8,Credit,-0.03677179693520634,-0.028924949276672014,-0.0031921762893938263,0.026659857447970888,0.0362183841109139
Gov Exp,9,Gov Exp,0.1267981028769184,0.1370844272296442,0.18653784350645214,0.2616588425737875,0.29145878690749755
Gov Exp,9,Imports,0.0029299489198009046,0.01435683372361721,0.05576650636465352,0.10059613023157643,0.11401820699376278
Gov Exp,9,N.O. GDP,-0.007526873114525181,0.005018084913676972,0.044443728972058325,0.0843487901701339,0.09625599145362984
Gov Exp,9,CPI,-0.04008223328651472,-0.023314491926284004,0.02249998233533751,0.06501942434614169,0.07724072908422076
Gov Exp,9,Credit,-0.040812523935420064,-0.03131643570167637,-0.0013562105006555674,0.033397756738380094,0.045678637648887487
Gov Exp,10,Gov Exp,0.13079494375714798,0.14350231568122554,0.20088898082980466,0.29181792791964667,0.32853427730972123
Gov Exp,10,Imports,0.009416755604207468,0.023053869062481327,0.07124666997026638,0.12482196778824457,0.1413066923125367
Gov Exp,10,N.O. GDP,-0.011120611637915764,0.004901013555422205,0.05113420518440165,0.09812622256606786,0.11266841004623801
Gov Exp,10,CPI,-0.04763908556651895,-0.02733206333241115,0.028592282725032826,0.07770430088824735,0.09181724946284721
Gov Exp,10,Credit,-0.044352465808900406,-0.03403556760392451,6.496123377208896e-4,0.040797661982121175,0.05503438291707666
Gov Exp,11,Gov Exp,0.133617588739511,0.14842151556378105,0.21502523788383343,0.32343420031294434,0.36676274219446425
Gov Exp,11,Imports,0.016810289191167376,0.03305116503139582,0.0879765304376891,0.15150030414802337,0.17096544073993214
Gov Exp,11,N.O. GDP,-0.016520867645785673,0.001668266060762626,0.05581482516879657,0.11137196190437723,0.12759918489046582
Gov Exp,11,CPI,-0.056353755563626116,-0.03099571439631225,0.03419685490785562,0.09097076675038558,0.10830512885716362
Gov Exp,11,Credit,-0.048635680654070375,-0.037302952698968266,0.0024555137812160453,0.04821811743146455,0.06483450059441752
Gov Exp,12,Gov Exp,0.1346561852158503,0.15178432023109562,0.22845849240509164,0.3557601989612011,0.40721095507036326
Gov Exp,12,Imports,0.02487186836629582,0.04273728235944354,0.10554098634179582,0.17809076139884314,0.20268373194006864
Gov Exp,12,N.O. GDP,-0.023280249980641387,-0.0027315695630200703,0.05977209683570045,0.12244040642569066,0.1404768527171475
Gov Exp,12,CPI,-0.06869788250868936,-0.0359977163303549,0.04049393837301103,0.10479064933931428,0.12410682553225832
Gov Exp,12,Credit,-0.05281532339594084,-0.04007477367946762,0.004684149913414432,0.05574259399934668,0.07431701317421081
Gov Exp,13,Gov Exp,0.13465620107289378,0.15447360307340277,0.24170266077325547,0.388124109027995,0.4522177903790066
Gov Exp,13,Imports,0.032399468975310014,0.052067445452553526,0.1220459702479936,0.20581166907699744,0.23564652566736585
Gov Exp,13,N.O. GDP,-0.03330075996225651,-0.009130238157331739,0.06142675821494989,0.1315258383915424,0.1540501168706462
Gov Exp,13,CPI,-0.08194088966834565,-0.04357616695141689,0.04665850859963923,0.11921716245431847,0.13958933993337902
Gov Exp,13,Credit,-0.05825670458275639,-0.04285388050525035,0.006208191365314619,0.06431536857242322,0.08422854537449562
Gov Exp,14,Gov Exp,0.13294804431828292,0.15601415218164477,0.25251629994729763,0.42217533633049265,0.4952235553361678
Gov Exp,14,Imports,0.039948873653823984,0.06165638579657891,0.13804792909361757,0.23389788472958406,0.26898600979036286
Gov Exp,14,N.O. GDP,-0.04516489348324656,-0.016527044460315703,0.06169707173398867,0.13967159174346117,0.16544242182522317
Gov Exp,14,CPI,-0.09629610573316075,-0.052002461969046794,0.05231912939065943,0.13409377404760184,0.15684158980036503
Gov Exp,14,Credit,-0.062211028668873264,-0.046220967438338756,0.007013112661634614,0.07191735494107461,0.09361995741029612
Gov Exp,15,Gov Exp,0.12916112926111734,0.15411576484961206,0.2614412742573723,0.4551039575887599,0.5426991221598786
Gov Exp,15,Imports,0.04609409934102129,0.07196359462216967,0.1538808907370979,0.2622575246051495,0.3011418989593408
Gov Exp,15,N.O. GDP,-0.05856304058551996,-0.02638891029320411,0.060222000001446306,0.14641446361243846,0.17486083644540099
Gov Exp,15,CPI,-0.11321811713880423,-0.060995973753486525,0.05786700955779521,0.14887230184881192,0.1759190656223543
Gov Exp,15,Credit,-0.06705242647473802,-0.049806570404975846,0.008599009938078352,0.07904274567788079,0.10423842417256061
Gov Exp,16,Gov Exp,0.12379696451266697,0.15150349109866293,0.2694134450444305,0.4870388128802683,0.5919019495390458
